,real_close_price_test,predict_price_test_close,predict_price_test_open,predict_price_test_high,predict_price_test_low,,真_价格是否位于__到最高价和最低价之_,,真_价格位于___的概率
382,30617.7,30197.19336,30209.12305,31345.27539,29274.63281,,1,,
383,31151.3,30216.09961,30228.92773,31361.56055,29295.15234,,1,,
384,30768.4,30690.75195,30721.67383,31843.9707,29789.30859,,1,,
385,30512.8,30619.68555,30636.03906,31760.80078,29709.58398,,1,,
386,29913.1,30260.39453,30266.19922,31392.55664,29336.20898,,1,,
387,30346.4,30072.18945,30082.4668,31207.68359,29144.82422,,1,,
388,30288.8,29879.86133,29894.8457,31020.8457,28957.47852,,1,,
389,30166.9,29908.72656,29931.35352,31054.03125,28997.49023,,1,,
390,30415.3,29892.4375,29914.32617,31031.7832,28988.63477,,1,,
391,30623.3,30127.07227,30158.2793,31267.2793,29238.88477,,1,,
392,30387.3,30275.00195,30304.9082,31410.38086,29394.94141,,1,,
393,31466.1,30226.25977,30248.45898,31353.86133,29343.08398,,0,,
394,30317.4,30844.10742,30891.02734,31989.95508,29983.11914,,1,,
395,30291.4,30373.16016,30386.2168,31503.48047,29474.66992,,1,,
396,30235.5,30034.01367,30043.94141,31163.84766,29121.12695,,1,,
397,30139.7,29927.10156,29944.19336,31063.30859,29017.42188,,1,,
398,29866.8,29746.41797,29763.16211,30882.17188,28836.83594,,1,,
399,29909.7,29591.0625,29607.61719,30723.21094,28682.32227,,1,,
400,29801,29625.63477,29647.91992,30755.44922,28728.21289,,1,,
401,29903.1,29617.37305,29639.16211,30741.32227,28727.79492,,1,,
402,29788.9,29594.18164,29615.10156,30712.05078,28712.61133,,1,,
403,30085.9,29510.01367,29527.92969,30620.90234,28632.45313,,1,,
404,29178.1,29726.49219,29754.24219,30839.88281,28863.63477,,1,,
405,29228.6,29137.70898,29139.52734,30233.25977,28249.48828,,1,,
406,29352.2,28914.57422,28922.76367,30011.68945,28027.10352,,1,,
407,29222.7,29036.25586,29057.18164,30139.21875,28164.01367,,1,,
408,29315,28985.12109,29001.86133,30081.23047,28117.18945,,1,,
409,29353.5,29013.79102,29031.67969,30105.67383,28153.56445,,1,,
410,29281.7,29035.88477,29052.64453,30121.9668,28181.97852,,1,,
411,29232.4,28971.30273,28984.34375,30050.7832,28118.01758,,1,,
412,29712.2,28983.68945,28997.5293,30059.92773,28133.33203,,1,,
413,29173.7,29065.19336,29084.40234,30145.69531,28216.84766,,1,,
414,29189.3,29089.10742,29104.39453,30167.6543,28231.63672,,1,,
415,29105.5,28925.52344,28933.3418,29998.71484,28058.23828,,1,,
416,29068.1,28815.36719,28822.87109,29888.55664,27945,,1,,
417,29081.3,28767.16016,28775.79883,29839.84961,27899.21484,,1,,
418,29204.2,28783.77734,28794.34961,29855.21094,27921.9707,,1,,
419,29777.4,28776.9707,28788.00195,29847.14063,27918.41211,,1,,
420,29578,29349.29492,29380.84961,30432.88867,28512.09375,,1,,
421,29449,29420.04492,29437.53711,30495.69141,28574.55273,,1,,
422,29420.8,29261.77344,29267.77734,30331.01563,28403.25586,,1,,
423,29428.2,29138.11328,29142.78906,30208.72461,28273.76367,,1,,
424,29300.1,29128.03516,29135.89258,30202.09766,28265.20508,,1,,
425,29426.7,29046.52539,29052.36914,30119.40625,28182.63477,,1,,
426,29195.3,29096.54102,29107.36133,30172.85156,28237.17383,,1,,
427,28726.3,28967.83203,28972.95313,30040.13672,28103.89258,,1,,
428,26635.7,28612.82617,28608.54297,29677.95117,27737.70703,,0,,
429,26053.2,26836.43359,26783.37109,27875.94141,25889.69336,,1,,
430,26099.4,25892.95508,25854.9375,26943.07031,24935.21289,,1,,
431,26190.8,25654.55078,25643.83984,26715.86719,24727.48438,,1,,
432,26126,25745.53711,25752.20703,26801.62891,24860.01367,,1,,
433,26039.9,25739.38867,25746.39453,26773.39648,24884.00781,,1,,
434,26436.2,25624.12305,25627.29102,26634.11133,24788.00195,,1,,
435,26177,26013.26758,26032.98047,27017.01953,25210.43555,,1,,
436,26057.2,26005.27148,26013.25977,26987.35156,25208.9375,,1,,
437,26017.1,25847.32031,25845.86133,26812.99609,25051.7207,,1,,
438,26100.6,25804.68945,25802.64844,26762.79883,25016.37891,,1,,
439,26118.9,25830.26367,25829.11523,26784.15625,25051.09375,,1,,
440,27723.9,25831.86133,25828.7793,26781.36719,25057.19922,,0,,
441,27298.8,26841.59766,26877.35156,27822.00586,26102.375,,1,,
442,25937.3,27156.23242,27171.62305,28127.93945,26400.51953,,0,,
443,25803.2,26310.48633,26278.25195,27257.23047,25494.04297,,1,,
444,25869.7,25618.02148,25579.02344,26568.80859,24772.57813,,1,,
445,25971,25551.47266,25531.03906,26520.38477,24714.87891,,1,,
446,25823.3,25630.57227,25619.56836,26605.80078,24808.9707,,1,,
447,25790.2,25576.37695,25562.72852,26545.11523,24761.36133,,1,,
448,25758,25484.26953,25468.54688,26444.60938,24675.06836,,1,,
449,26249.8,25452.64844,25438.82422,26407.94922,24650.52539,,1,,
450,25909.5,25771.14453,25771.43359,26731.47656,24987.24023,,1,,
451,25901.1,25764.05273,25755.21875,26714.64258,24976.41016,,1,,
452,25840.2,25654.18164,25639.02539,26596.46289,24863.10742,,1,,
453,25166.4,25570.50195,25554.47461,26509.98438,24779.13477,,1,,
454,25834.5,25132.56445,25103.13086,26062.70508,24324.95508,,1,,
455,26223,25450.22656,25446.13281,26398.95508,24662.62109,,1,,
456,26524.7,25808.15234,25811.55859,26763.64063,25033.78516,,1,,
457,26601,26183.13867,26188.42383,27139.73242,25415.99219,,1,,
458,26562,26323.33789,26320.15039,27275.01172,25550.03516,,1,,
459,26529.1,26365.64844,26355.55273,27313.88867,25583.85938,,1,,
460,26763.5,26289.61523,26273.20313,27235.94141,25498.43945,,1,,
461,27209.2,26548.64063,26543.12891,27507.25977,25762.70703,,1,,
462,27125,26832.57813,26831.74023,27801.68164,26049.48242,,1,,
463,26570,26873.01953,26863.98242,27843.18945,26078.59375,,1,,
464,26581.9,26498.89063,26472.64844,27463.11328,25678.4043,,1,,
465,26579.2,26331.46094,26308.20117,27300.84766,25504.875,,1,,
466,26251.5,26277.57422,26259.05664,27251.39648,25453.9043,,1,,
467,26302.7,26096.7832,26075.18945,27067.9707,25270.71484,,1,,
468,26218.9,25962.34961,25942.77344,26932.5293,25139.10742,,1,,
469,26366.1,25932.12891,25916.55273,26900.65039,25115.50586,,1,,
470,27022.6,26104.28711,26097.67383,27074.37695,25300.77539,,1,,
471,26909.8,26544.4375,26551.50195,27521.76563,25759.70898,,1,,
472,26962.7,26695.74414,26694.78711,27666.49609,25908.92578,,1,,
473,27974.5,26732.42969,26725.04883,27697.61523,25940.91797,,0,,
474,27505.3,27333.10742,27346.75977,28316.51367,26558.37891,,1,,
475,27428.4,27537.64844,27539.93555,28520.6582,26748.9082,,1,,
476,27790.9,27248.69336,27231.58789,28225.74414,26433.40039,,1,,
477,27410.3,27348.7832,27341.53125,28340.55273,26530.45313,,1,,
478,27936.9,27341.44531,27331.20313,28338.37695,26513.49609,,1,,
479,27961.1,27493.54492,27490.99805,28502.5625,26666.55664,,1,,
480,27922.7,27655.53125,27653.5957,28669.15039,26827.9082,,1,,
481,27581.4,27642.0918,27634.47852,28653.95117,26807.90039,,1,,
482,27391,27371.62695,27354.25586,28379.02148,26522.29102,,1,,
483,26876.6,27191.33594,27174.83203,28199.79688,26337.11719,,1,,
484,26761.1,26722.35156,26696.98438,27725.89258,25854.4082,,1,,
485,26863.5,26462.76367,26442.89258,27467.86523,25597.25195,,1,,
486,26852.8,26538.88867,26532.49023,27548.23828,25691.4082,,1,,
487,27161.2,26565.53125,26560.625,27568.38477,25731.63086,,1,,
488,28509.7,26767.11914,26769.80664,27767.69922,25951.30469,,0,,
489,28403.6,28079.51953,28126.62305,29110.95508,27311.92578,,1,,
490,28321.7,28196.55078,28210.30273,29210.64453,27409.36914,,1,,
491,28723,28238.50391,28240.4043,29249.55664,27433.16211,,1,,
492,29674.5,28355.95898,28358.59961,29376.25781,27541.19141,,0,,
493,29912.9,29153.0957,29181.21289,30203.14258,28351.38672,,1,,
494,29984.2,29624.04297,29644.94922,30682.44727,28810.9707,,1,,
495,33041.8,29733.35156,29739.73828,30793.33594,28896.51367,,0,,
496,33917,32065.2832,32153.69336,33202.10547,31284.02344,,0,,
497,34496.8,33780.78125,33858.27344,34941.98438,32989.51953,,1,,
498,34153.7,34304.20703,34339.64453,35469.86719,33455.40625,,1,,
499,33901.8,34047.92969,34052.42969,35227.62891,33126.60547,,1,,
500,34082.6,33591.625,33590.875,34799.60547,32614.03906,,1,,
501,34526.7,33772.54688,33797.59766,35020.86328,32783.24609,,1,,
502,34477.9,34049.42578,34088.70313,35325.30078,33058.67578,,1,,
503,34650.6,34112.70313,34150.84766,35399.32422,33112.62891,,1,,
504,35423.8,34115.51172,34156.14844,35408.76563,33109.25,,0,,
505,34931.4,34700.94531,34767.62891,36014.23047,33710.43359,,1,,
506,34718.7,34709.60156,34763.85156,36018.14453,33702.15234,,1,,
507,35065.8,34250.52344,34292.44531,35551.62109,33218.66016,,1,,
508,35019.4,34612.33203,34682.80469,35930.03516,33599.25781,,1,,
509,35042,34620.45313,34687.67578,35935.92188,33609.86328,,1,,
510,35426.1,34665.13672,34734.96875,35979.46484,33660.80469,,1,,
511,35636.9,34937.39844,35019.5,36259.32422,33946.76172,,1,,
512,36700.5,35275.80078,35362.9375,36601.42578,34295.72266,,0,,
513,37303,36431.06641,36548.95703,37780.71484,35485.86328,,1,,
514,37150.5,36772.35156,36870.75,38121.05859,35817.03906,,1,,
515,37064.4,36786.08984,36871.03906,38136.01953,35807.01953,,1,,
516,36478.3,36662.60938,36744.59375,38018.28516,35663.67578,,1,,
517,35549.3,36340.42969,36419.34375,37702.35547,35320.90234,,1,,
518,37874.9,35314.71875,35376.88281,36676.30859,34255.96484,,0,,
519,36161.2,36773.74219,36923.79688,38200.71875,35780.48828,,1,,
520,36595.4,36124.375,36215.83984,37525.91797,35081.10156,,1,,
521,36568.6,36016.10547,36116.84766,37422.37109,34968.92578,,1,,
522,37354.2,36164.41797,36273.83203,37574.30078,35129.125,,1,,
523,37454.1,36743.36328,36870.08984,38159.92188,35736.48828,,1,,
524,35813.6,37002.17969,37120.01953,38409.63672,36000.75781,,0,,
525,37410.8,35960.48828,36035.63672,37339.58984,34912.61328,,0,,
526,37293.1,36660.97266,36795.05078,38080.32031,35654.125,,1,,
527,37717.3,36924.48828,37050.05859,38344.82813,35923.46094,,1,,
528,37787,37433.90234,37564.73438,38856.60547,36447.72656,,1,,
529,37451.8,37386.27344,37499.24609,38797.92969,36393.28125,,1,,
530,37248.6,37069.71484,37172.82031,38475.85547,36062.47266,,1,,
531,37823.3,36770.95313,36876.26953,38179.24219,35754.82422,,1,,
532,37855.5,37318.21094,37454.06641,38746.78516,36325.55078,,1,,
533,37712.9,37549.53516,37677.76563,38974.19531,36559.72266,,1,,
534,38688.2,37371.51563,37485.36328,38787.00781,36371.29297,,1,,
535,39458.4,38072.92969,38216.17969,39508.86328,37098.30859,,1,,
536,39970.2,38938.84375,39090.70313,40384.86328,37981.44922,,1,,
537,41987.8,39472.60156,39614.99219,40917.98828,38509.98047,,0,,
538,44076.2,41259.19141,41444.63672,42742.16797,40329.44531,,0,,
539,43776.3,43202.71094,43402.1875,44717.6875,42279.41406,,1,,
540,43289.7,43487.51953,43636.42188,44994.63672,42493.51563,,1,,
541,44175.5,42871.02734,43004.14063,44393,41802.5625,,1,,
542,43718.4,43640.0625,43833.62109,45225.86328,42573.98047,,1,,
543,43791,43355.69922,43534.48438,44959.78516,42254.60547,,1,,
544,41256.1,43266.51172,43459.60938,44894.84766,42156.93359,,0,,
545,41487,40887.3125,41029.46094,42504.85547,39684.5625,,1,,
546,42884.5,40882.75781,41099.98047,42550.04297,39710.94922,,0,,
547,43025.9,41946.74609,42210.84375,43645.69922,40838.34766,,1,,
548,41929,42214.35156,42451.99219,43891.09766,41114.01953,,1,,
549,42271.7,41627.87891,41830.45703,43268.92188,40505.41406,,1,,
550,41368.7,41722.34375,41944.99219,43362.32031,40624.30859,,1,,
551,42659.7,41073.5625,41277.23047,42694.17578,39970.67969,,1,,
552,42259.3,41570.40234,41815.71094,43212.75391,40508.63672,,1,,
553,43662.8,42063.55469,42305.51172,43699.12891,41018.65234,,1,,
554,43865.9,43032.17969,43288.9375,44671.60156,42020.82422,,1,,
555,43968.9,43362.32422,43596.76172,44989.99219,42346.98438,,1,,
556,43710.4,43428.16016,43654.125,45052.66406,42401.04297,,1,,
557,42981.5,43110.41797,43329.03906,44734.97266,42061.91406,,1,,
558,43578.5,42590.92969,42808.41797,44219.64844,41520.39844,,1,,
559,42513.3,42879.12109,43126.78516,44529.89844,41827.02344,,1,,
560,43446.5,41953.14844,42169.82422,43591.55859,40864.60938,,1,,
561,42581.1,42645.32031,42909.11719,44312.54297,41591.39063,,1,,
562,42072.4,42280.29688,42511.90234,43927.57422,41209.09375,,1,,
563,42136.7,41570.84766,41789.26953,43207.39844,40481.71875,,1,,
564,42272.5,41547.22656,41784.47656,43192.32422,40475.62891,,1,,
565,44183.4,41867.82031,42112.89063,43511.08594,40824.39453,,0,,
566,44943.7,43210.23828,43487.54688,44868.81641,42222.52734,,0,,
567,42836.1,44683.54688,44956.12891,46337.10938,43724.41016,,0,,
568,44157,42197.88672,42367.89844,43803.35156,41106.17578,,0,,
569,44156.9,43528.47266,43810.14453,45214.59375,42479.65625,,1,,
570,43967.9,43161.23438,43409.71094,44843.36328,42078.20313,,1,,
571,43927.3,43361.14844,43617.36328,45048.51953,42272.51953,,1,,
572,46962.2,43484.99609,43737.6875,45164.44531,42399.32813,,0,,
573,46129,45680.66406,46005.39453,47408.73047,44667.57422,,1,,
574,46629.3,45950.15625,46214.44141,47652.89063,44895.6875,,1,,
575,46348.2,45670.11328,45928.30078,47381.33984,44571.76172,,1,,
576,42835.9,46521.10938,46818.26172,48272.41797,45426.83203,,0,,
577,42851.3,42464.50781,42646.00391,44174.49609,41203.76563,,1,,
578,41746.1,42239.85938,42531.80469,44029.64844,41018.33984,,1,,
579,42510.7,41460.44531,41741.07031,43243.72266,40259.50391,,1,,
580,43145.5,42004.48047,42312.125,43786.77344,40880.90625,,1,,
581,42768.7,42429.55859,42723.07422,44182.17578,41360.36719,,1,,
582,41292.7,42116.39844,42374.36328,43822.94922,41058.40234,,1,,
583,41648,40876.9375,41101.28516,42543.74219,39791.58203,,1,,
584,41695.4,40821.42188,41079.73828,42495.76563,39762.25,,1,,
585,41583.2,41159.97266,41424.46094,42822.15625,40132.52734,,1,,
586,39556.4,41099.0625,41342.42578,42728.81641,40084.21484,,0,,
587,39888.8,39478.58984,39668.14063,41063.34766,38414.41406,,1,,
588,40086,38977.64063,39196.86719,40575.14063,37925.53516,,1,,
589,39935.7,39581.66016,39828.62109,41187.98047,38573.25,,1,,
590,41811.3,39407.22266,39623.13281,40979.39453,38402.46875,,0,,
591,42120.9,40990.22266,41250.97266,42580.47656,40048.23828,,1,,
592,42030.7,41539.19531,41761.75,43100.57031,40592.17188,,1,,
593,43299.8,41722.19141,41923.06641,43267.39453,40754.46094,,0,,
594,42946.2,42481.63672,42702.46094,44044.90234,41519.17188,,1,,
595,42580.5,42706.4375,42911.4375,44271.72656,41717.89063,,1,,
596,43081.4,42328.02344,42518.55078,43896.91016,41302.10938,,1,,
597,43194.7,42264.73047,42473.26953,43861.65234,41225.78125,,1,,
598,43005.7,42627.15234,42851.25781,44245.96484,41589,,1,,
599,42581.4,42547.49609,42758.92578,44162.94922,41496.875,,1,,
600,42697.2,42090.03125,42290.79688,43700.87891,41022.32031,,1,,
601,43087.7,42312.29688,42535.52734,43937.58203,41261.21094,,1,,
602,44339.8,42503.01953,42729.28906,44131.59766,41465.75391,,0,,
603,45293.3,43450.78125,43702.77734,45096.67188,42445.875,,0,,
604,47127.5,44733.27734,44993.12891,46384.22656,43752.11719,,0,,
605,47758.2,46608.17578,46887.95313,48276.9375,45655.26563,,1,,
606,48277.3,47153.74219,47399.02734,48818.52734,46165.15234,,1,,
607,49941.3,47636.99219,47890.22656,49324.85938,46620.01172,,0,,
608,49716,48993.48828,49295.26563,50735.15234,47980.07422,,1,,
609,51782.4,48822.49219,49101.60547,50579.78516,47743.63281,,0,,
610,51901.3,50801.19531,51160.51953,52626.85156,49746.50781,,1,,
611,52134.2,51449.53516,51783.60156,53283.51563,50360.60547,,1,,
612,51646,51319.95703,51651.64453,53170.88281,50195.51172,,1,,
613,52117.5,50543.28906,50888.09766,52423.49609,49377.46484,,1,,
614,51783.6,51271.48828,51679.31641,53198.60938,50131.92578,,1,,
615,52263.5,51135.55469,51531.20313,53059.58594,49992.92969,,1,,
616,51858.2,51200.33203,51616.70313,53140.45313,50071.1875,,1,,
617,51320.4,50708.27344,51121.92578,52651.46094,49566.23828,,1,,
618,50740.5,50541.02734,50969.32813,52486.26563,49405.67969,,1,,
619,51571.6,49955.20313,50378.66016,51889.20703,48822.53516,,1,,
620,51722.7,50607.875,51068.75391,52556.26953,49529.47656,,1,,
621,54495.1,50877.36328,51323.09375,52808.94922,49823.90625,,0,,
622,57056.2,53171.47266,53677.95313,55136.78516,52195.72656,,0,,
623,62467.6,56291.78516,56806.14453,58266.92578,55368.78906,,0,,
624,61169.3,60957.10547,61514.03516,62972.17969,60086.83594,,1,,
625,62397.7,60483.58984,60924.74219,62476.84375,59446.76172,,1,,
626,61994.5,61003.14844,61552.35547,63089.17969,59922.80859,,1,,
627,63135.8,60616.11719,61214.65234,62773.37891,59485.26563,,0,,
628,68270.1,61588.07422,62271.54297,63820.95703,60476.97266,,0,,
629,63792.6,66933.19531,67731.83594,69260.89844,65956.51563,,0,,
630,66080.4,60997.84766,61595.72266,63246.75391,59725.85547,,0,,
631,66855.3,65289.81641,66192.60938,67737.28906,64153.40625,,1,,
632,68172,65448.10547,66252.07813,67851.6875,64289.86719,,0,,
633,68366.5,66872.79688,67715.41406,69303.09375,65770.03906,,1,,
634,68964.8,66397.625,67217.07031,68812.40625,65295.80078,,0,,
635,72099.1,67470.05469,68355.60938,69909.85156,66436.625,,0,,
636,71470.2,69728.57031,70674.59375,72203.0625,68773.73438,,1,,
637,73066.3,68778.47656,69685.32813,71230.875,67754.82813,,0,,
638,71387.5,71464.64063,72479.27344,73965.77344,70517.51563,,1,,
639,69463.7,67906.20313,68860.70313,70369.51563,66830.40625,,1,,
640,65314.2,66535.04688,67633.0625,69091.54688,65423.89844,,0,,
641,68391.2,63824.53516,64916.01563,66364.98438,62635.88281,,0,,
642,67594.1,66455.11719,67647.6875,69050.52344,65417.61719,,1,,
643,62050,65736.25,66776.99219,68230.97656,64700.05859,,0,,
644,67854,60061.52344,61007.76172,62480.90234,58894.10938,,0,,
645,65503.8,65837.96094,67060.19531,68440.10156,64944.71875,,1,,
646,63785.5,63844.33203,64804.40234,66276.24219,62847.76953,,1,,
647,64037.8,61685.75391,62644.60156,64100.91797,60650.72656,,1,,
648,67211.9,63039.78516,64066.48828,65491.56641,62094,,0,,
649,69892,65391.64063,66400.9375,67822.3125,64537.17578,,0,,
650,69999.3,68420.82031,69387.54688,70822.02344,67625.59375,,1,,
651,69442.4,68296.49219,69174.20313,70635.03906,67444.84375,,1,,
652,70762.1,67397.38281,68317.65625,69767.63281,66502.32813,,0,,
653,69871.7,68850.67188,69868.66406,71290.5625,67993.51563,,1,,
654,69611.5,67403.97656,68379.36719,69824.48438,66474.36719,,1,,
655,71332,67831.17969,68859.07031,70276.42969,66921.42188,,0,,
656,69664.4,69215.52344,70256.98438,71662.20313,68357.59375,,1,,
657,65439.2,66812.74219,67788.85156,69217.63281,65868.24219,,0,,
658,65963,63178.41406,64185.47266,65600.1875,62129.91797,,0,,
659,68496.5,64302.51953,65419.63672,66789.80469,63337.70703,,0,,
660,67830.6,66774.64063,67859.82031,69239.625,65903.86719,,1,,
661,68890.6,65243.42969,66194.54688,67615.35938,64312.9375,,0,,
662,69360.4,67434.35938,68449.01563,69838.49219,66588.09375,,1,,
663,71630.1,67638.55469,68591.02344,69992.58594,66794.9375,,0,,
664,69148,69882.09375,70884.09375,72269.92969,69108.60156,,1,,
665,70622.1,66406.39844,67329.23438,68756.13281,65491.60156,,0,,
666,70011.6,68282.5,69376.30469,70750.15625,67431.51563,,1,,
667,67151.9,68256.94531,69287.28906,70684.125,67369.92188,,0,,
668,63849.9,64748.72656,65741.59375,67150.02344,63747.62109,,1,,
669,65697.4,61129.73438,62184.25391,63587.79297,60037.50781,,0,,
670,63411.9,63807.05859,64979.66016,66348.17188,62834.35547,,1,,
671,63805.3,62020.60156,63015.25391,64434.96094,60986.08984,,1,,
672,61278.9,61495.44922,62486.21484,63898.61719,60495.10547,,1,,
673,63481.4,59649.70703,60591.77734,62018.07813,58623.87891,,0,,
674,63799.1,62038.10156,63044.67969,64438.35547,61135.10938,,1,,
675,64961.1,61342.09375,62251.45313,63679.58594,60406.81641,,0,,
676,64940.2,63641.93359,64576.85156,65990.54688,62765.91406,,1,,
677,66829.3,63236.90625,64086.01563,65518.38672,62326.46484,,0,,
678,66415,65124.96875,66026.85938,67439.80469,64269.73047,,1,,
679,64285.7,64613.98828,65460.80078,66896.32031,63711.76953,,1,,
680,64497.1,62467.63281,63317.49219,64757.38672,61485.91016,,1,,
681,63766.4,62577.21875,63508.80469,64927.41016,61611.875,,1,,
682,63456.8,62255.56641,63160.88281,64590.54688,61281.86328,,1,,
683,63109.7,61469.04688,62349.65625,63782.13672,60488.65625,,1,,
684,63860.1,61963.94922,62848.67578,64271.89453,61023.52734,,1,,
685,60666.6,61711.41797,62569.76563,63996.65625,60781.96094,,0,,
686,58331.2,59112.94922,59927.37109,61376.20313,58096.85547,,1,,
687,59121.3,56303.40625,57136.14063,58585.43359,55217.94141,,0,,
688,62877.5,57645.80469,58560.22266,59980.96094,56645.67969,,0,,
689,63888.3,61647.82031,62562.98047,63973.54688,60781.54688,,1,,
690,64006.4,62600.33203,63365.85547,64820.30469,61720.70703,,1,,
691,63163.1,62173.89453,62905.17969,64369.26953,61259.17969,,1,,
692,62317.7,62121.96875,62892.44531,64347.93359,61193.40234,,1,,
693,61207.5,61079.77734,61859.04297,63319.12109,60115.25781,,1,,
694,63075,59733.17188,60529.41016,61996.46875,58737.59375,,0,,
695,60796.9,61493.45703,62365.60547,63809.30469,60572.45703,,1,,
696,60826.6,59376.87109,60140.65625,61629.39453,58367.16016,,1,,
697,61480,59475.79297,60283.94531,61749.88281,58494.19141,,1,,
698,62937.2,60099.01172,60902.53125,62362.51172,59160.125,,0,,
699,61569.4,61359.8125,62158.21094,63612.00781,60465.91797,,1,,
700,66225.1,60053.03516,60781.79297,62256.54297,59100.36719,,0,,
701,65231,64652.88672,65530.5,66949.67188,63844.33203,,1,,
702,67036.8,63660.47266,64387.22266,65876.5625,62741.69531,,0,,
703,66917.5,65376.67188,66194.36719,67652.19531,64488.56641,,1,,
704,66279.1,65203.77344,65999.29688,67478.33594,64274.53906,,1,,
705,71422.7,64610.87109,65435.38281,66907.02344,63650.99609,,0,,
706,70139.9,69671.03906,70646.01563,72073.11719,68856.85156,,1,,
707,69155.4,67987.79688,68802.52344,70312.51563,67031.98438,,1,,
708,67975.7,67169.4375,68067.65625,69544.92188,66179.52344,,1,,
709,68547.6,65687.99219,66642.1875,68107.49219,64660.26172,,0,,
710,69284.4,66572.80469,67598.64844,69038.86719,65588.95313,,0,,
711,68514.8,67626.26563,68621.85156,70065.22656,66683.82813,,1,,
712,69428.7,66384.82813,67319.89844,68772.96875,65422.66016,,0,,
713,68366,67941.22656,68943.65625,70360.72656,67064.98438,,1,,
714,67635.8,65686.03906,66624.65625,68062.73438,64749.91016,,1,,
715,68354.7,65891.38281,66900.83594,68306.82031,64988.73828,,0,,
716,67530.1,66664.07813,67677.46875,69069.91406,65803.29688,,1,,
717,67760.8,65360.05469,66322.71875,67729.8125,64465.48438,,0,,
718,67773.5,65895.80469,66892.4375,68279.86719,65041.84766,,1,,
719,68807.8,65916.17188,66887.96094,68272.42969,65076.98438,,0,,
720,70549.2,67356.78906,68343.89063,69715.84375,66572.11719,,0,,
721,71083.7,68486.23438,69453.23438,70836.72656,67723.01563,,0,,
722,70791.5,69229.34375,70181.34375,71573.82031,68461.32031,,1,,
723,69347.9,68387.04688,69337.60156,70730.86719,67573.00781,,1,,
724,69310.1,67372.3125,68369.35938,69751.65625,66515.3125,,1,,
725,69650.6,67210.33594,68244.48438,69614.11719,66353.67188,,0,,
726,69538.2,67628.32031,68663.52344,70031.375,66794.66406,,1,,
727,67319.8,67552.03906,68557.21875,69928.82813,66723.8125,,1,,
728,68260.1,64622.82422,65595.8125,66976.57031,63712.02344,,0,,
729,66773.1,67217.54688,68308.16406,69646.3125,66413.72656,,1,,
730,66034.8,64313.08984,65266.10938,66656.83594,63411.78906,,1,,
731,66223,64089.92969,65107.40625,66477.23438,63212.49609,,1,,
732,66674.7,64502.68359,65505.63672,66871.42188,63659.41016,,1,,
733,65654.8,64841.23438,65806.75,67173.89063,64026.16016,,1,,
